[行政班]高一英语（2026.3.21）-高一年级（英语）小题得分明细,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
准考证号,自定义考号,班级,英语,校次,班次,客观分,主观分,单选题,填空题,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
82161552,7105100044,高一550班,94,103,12,86,8,86,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,0,1,1,1,1,1,1,1,1
82161573,7105100020,高一550班,94,103,12,85,9,85,9,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0
82161574,7105100006,高一550班,94,103,12,85,9,85,9,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,1,1,1,1,1,0,1,1,1
82164306,7106100319,高一569班,94,103,5,84,10,84,10,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82164688,7106100537,高一569班,94,103,5,86,8,86,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,1
82165020,7106100111,高一570班,94,103,1,84,10,84,10,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82165031,7106100114,高一561班,94,103,12,85,9,85,9,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,0,1,1,1,1,1
82165032,7106101004,高一564班,94,103,9,86,8,86,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,1,1,1,0,0,1,1,1,1,1
82165741,7106100221,高一564班,94,103,9,85,9,85,9,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0
82166225,7105100329,高一557班,94,103,1,85,9,85,9,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,1,1,0,1,1,1,1,1,1
82167449,7105100115,高一554班,94,103,3,85,9,85,9,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,1,1
82167458,7105100125,高一554班,94,103,3,85,9,85,9,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,1,1,0,1,1
82167477,7105100107,高一552班,94,103,14,84,10,84,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,1,1,1,1,1,1,1,1,1,1
82168044,7105100040,高一550班,94,103,12,84,10,84,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,0,2,2,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82168050,7105100391,高一551班,94,103,16,87,7,87,7,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,1,1,1,0,1,1
82170545,7105100481,高一558班,94,103,3,88,6,88,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,1,1,0,0,1,1,0,1,1
82150392,7106101238,高一568班,93,131,7,85,8,85,8,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,0,1,1
82150409,7106100322,高一570班,93,131,2,83,10,83,10,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82150421,7106100730,高一564班,93,131,12,83,10,83,10,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1
82152692,7106100913,高一564班,93,131,12,85,8,85,8,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,0
82156556,7106100903,高一570班,93,131,2,83,10,83,10,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1
82156561,7106101336,高一561班,93,131,14,83,10,83,10,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1
82156572,7106100422,高一570班,93,131,2,83,10,83,10,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82156577,7106100935,高一561班,93,131,14,84,9,84,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,1,1,1,1,1,0,1,1,1,1
82156583,7106100208,高一561班,93,131,14,83,10,83,10,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1
82156621,7106100509,高一565班,93,131,3,83,10,83,10,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82156629,7106101116,高一562班,93,131,10,83,10,83,10,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1
82158299,7106100830,高一561班,93,131,14,83,10,83,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1
82160258,7105100404,高一556班,93,131,5,84,9,84,9,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,1
82161069,7106100225,高一562班,93,131,10,84,9,84,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,1,1,1,1
82161518,7105100042,高一550班,93,131,16,83,10,83,10,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82161527,7105100369,高一550班,93,131,16,83,10,83,10,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82161530,7105100511,高一551班,93,131,19,83,10,83,10,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82162808,7106100134,高一564班,93,131,12,83,10,83,10,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1
82164303,7106101021,高一569班,93,131,8,83,10,83,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1
82164326,7106100418,高一567班,93,131,8,84,9,84,9,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1
82164687,7106101031,高一568班,93,131,7,85,8,85,8,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,0,1,1
82165019,7106100922,高一562班,93,131,10,84,9,84,9,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,1,1
82165030,7106100213,高一564班,93,131,12,85,8,85,8,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,0,1,1,1,1,1,0,1,1
82165727,7106100630,高一561班,93,131,14,83,10,83,10,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1
82166223,7105100045,高一552班,93,131,16,83,10,83,10,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1
82166229,7105100366,高一552班,93,131,16,84,9,84,9,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1
82166233,7105100070,高一552班,93,131,16,83,10,83,10,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1
82166601,7106100525,高一565班,93,131,3,83,10,83,10,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82166629,7105100377,高一557班,93,131,2,83,10,83,10,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1
82167443,7105100509,高一554班,93,131,5,83,10,83,10,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82168047,7105100037,高一550班,93,131,16,83,10,83,10,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82168072,7105100007,高一550班,93,131,16,85,8,85,8,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,1,0,0,1
82302028,7106101343,高一569班,93,131,8,83,10,83,10,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82150408,7106100823,高一564班,92,164,16,82,10,82,10,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82152682,7106101109,高一564班,92,164,16,83,9,83,9,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,1,1,1,1
82152683,7106101016,高一569班,92,164,10,83,9,83,9,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,1,1,1,1
82153660,7105100361,高一557班,92,164,3,82,10,82,10,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82156560,7106100736,高一567班,92,164,9,84,8,84,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,2,2,2,2,2,0,2,2,2,2,0,2,2,1,1,0,1,1,1,1,0,1,1
82156612,7106101237,高一561班,92,164,19,82,10,82,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82158326,7106100124,高一569班,92,164,10,83,9,83,9,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,1,1,1,0,1,1,1,1,1,1
82158330,7106100305,高一569班,92,164,10,85,7,85,7,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,1,0,1,1,1,1,1,1
82159513,7105100166,高一555班,92,164,11,83,9,83,9,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,0,1,1,1,1,1,1,1,1,1
82159547,7105100222,高一555班,92,164,11,83,9,83,9,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1
82160251,7105100090,高一557班,92,164,3,86,6,86,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,0,1,0,0,0,1,1,1,1,1
82160267,7105100339,高一552班,92,164,19,82,10,82,10,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82160773,7106101034,高一564班,92,164,16,82,10,82,10,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1
82161073,7106100821,高一564班,92,164,16,82,10,82,10,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82161076,7106100907,高一560班,92,164,1,83,9,83,9,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,1,1,1,1,0,1,1,1,1,1
82161079,7106100904,高一564班,92,164,16,83,9,83,9,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,1,1,0,1,1
82161520,7105100226,高一552班,92,164,19,83,9,83,9,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,1,0,1,1,1,1,1,1,1,1
82161524,7105100013,高一551班,92,164,20,82,10,82,10,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82162602,7105100487,高一559班,92,164,1,82,10,82,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,2,2,0,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1
82162841,7105100425,高一557班,92,164,3,85,7,85,7,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,1,1,0,1,1,0,1,1,1
82164287,7106100718,高一566班,92,164,1,83,9,83,9,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,1,0,1,1,1,1,1,1,1,1
82164325,7106100539,高一566班,92,164,1,83,9,83,9,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,0,1,1,1,1,1,1,1,1,1
82164709,7106100434,高一568班,92,164,9,85,7,85,7,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,1,1,1,1,0,1,0,1,1
82165017,7106100624,高一564班,92,164,16,83,9,83,9,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,1,1,1,1,1,0,1,1,1,1
82165027,7106100910,高一561班,92,164,19,82,10,82,10,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82165048,7106100307,高一562班,92,164,13,82,10,82,10,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82165062,7106100336,高一564班,92,164,16,82,10,82,10,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1
82165063,7106100501,高一562班,92,164,13,83,9,83,9,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,0,1,1,1
82165721,7106100739,高一563班,92,164,4,83,9,83,9,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1
82165739,7106100619,高一563班,92,164,4,84,8,84,8,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,0,1,1,1,1,1
82166196,7105100071,高一552班,92,164,19,83,9,83,9,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,0,1,1,1,1,1,1,1,1,1
82166197,7105100019,高一552班,92,164,19,83,9,83,9,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,1,1,1,1,1,1,1,0,1,1
82166211,7105100004,高一552班,92,164,19,82,10,82,10,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82166214,7105100208,高一554班,92,164,6,83,9,83,9,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,1,1
82166228,7105100009,高一552班,92,164,19,83,9,83,9,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,1,0,1,1,1,1,1,1,1,1
82166588,7106100912,高一567班,92,164,9,83,9,83,9,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1
82166619,7106100634,高一564班,92,164,16,85,7,85,7,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,1,1,0,0,1,1,1,1,1
82167439,7105100386,高一554班,92,164,6,82,10,82,10,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82167455,7105100531,高一554班,92,164,6,82,10,82,10,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1
82167829,7106100430,高一565班,92,164,5,82,10,82,10,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82167830,7106100339,高一565班,92,164,5,83,9,83,9,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,1,1,1,1,1,1,1,0,1,1
82168035,7105100206,高一555班,92,164,11,82,10,82,10,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82168065,7105100048,高一554班,92,164,6,82,10,82,10,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82168066,7105100008,高一551班,92,164,20,83,9,83,9,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1
82303637,7106101340,高一569班,92,164,10,83,9,83,9,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,1,1,1,1
82305289,7106101337,高一568班,92,164,9,85,7,85,7,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,1,1,1,1,0,1,0,1,1
82156568,7106101306,高一563班,91,210,6,83,8,83,8,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,1
82156570,7106101008,高一561班,91,210,21,82,9,82,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,2,2,2,2,0,2,2,2,0,2,2,2,1,1,1,1,0,1,1,1,1,1
82156584,7106100527,高一569班,91,210,14,82,9,82,9,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1
82156590,7106101209,高一561班,91,210,21,82,9,82,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,0,2,2,2,0,2,2,2,0,2,2,2,1,1,1,1,0,1,1,1,1,1
82156592,7106100320,高一561班,91,210,21,81,10,81,10,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82156595,7106100219,高一561班,91,210,21,82,9,82,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,0,2,2,0,0,2,2,2,1,1,1,0,1,1,1,1,1,1
82156599,7106101105,高一561班,91,210,21,82,9,82,9,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,1,1
82158291,7106100625,高一565班,91,210,7,81,10,81,10,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82158318,7106100535,高一569班,91,210,14,82,9,82,9,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1
82158327,7106100831,高一563班,91,210,6,81,10,81,10,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82158337,7106100330,高一568班,91,210,11,83,8,83,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,0,1,1,1,1,1,1,1,1
82159519,7105100318,高一555班,91,210,14,83,8,83,8,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,0,1,1,1,1,0,1,1,1,1
82159521,7105100294,高一560班,91,210,2,82,9,82,9,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,1,1,1,1,1,1,1,1,1
82159529,7105100192,高一557班,91,210,6,82,9,82,9,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,1,1,1,1,1,1,1,1,1
82159548,7105100251,高一555班,91,210,14,83,8,83,8,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,0,1,1,0,1,1,1,1,1,1
82160241,7105100388,高一556班,91,210,6,83,8,83,8,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,1,1,0,1,1,1,1,0,1,1
82161523,7105100028,高一550班,91,210,20,81,10,81,10,3,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
82161525,7105100349,高一552班,91,210,25,83,8,83,8,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,0,1,1,1,1,1,1,0,1,1
82161550,7105100066,高一551班,91,210,22,82,9,82,9,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,1,1
82162143,7105100046,高一556班,91,210,6,82,9,82,9,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,1,1,1,1,1,1,1,1,1
82162147,7105100259,高一557班,91,210,6,82,9,82,9,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,1,1
