[行政班]高一英语课时练（第1次）2026年3月16日高一年级（英语）小题得分明细,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
准考证号,自定义考号,班级,英语,校次,班次,客观分,主观分,单选题,其他,书面表达,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,26
82159513,7105100166,高一555班,89,156,10,53,36,53,33,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,18,15,3
82159530,7105100358,高一555班,89,156,10,55,34,55,30,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,18,12,4
82160266,7105100446,高一556班,89,156,7,53,36,53,31,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,16,15,5
82160776,7105100105,高一551班,89,156,18,51,38,51,34,4,3,3,3,3,3,3,3,3,3,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,18,16,4
82161065,7106100811,高一562班,89,156,12,51,38,51,35,3,3,3,3,3,3,3,3,3,3,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,20,15,3
82161082,7106100425,高一562班,89,156,12,53,36,53,34,2,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,18,16,2
82161108,7106100810,高一562班,89,156,12,53,36,53,33,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,18,15,3
82161148,7106100516,高一562班,89,156,12,55,34,55,30,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,14,16,4
82161528,7105100350,高一551班,89,156,18,53,36,53,32,4,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,16,16,4
82161550,7105100066,高一551班,89,156,18,50,39,50,34,5,3,3,3,3,3,3,3,0,3,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,18,16,5
82161551,7105100123,高一552班,89,156,28,50,39,50,35,4,3,3,3,3,3,3,3,0,3,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,18,17,4
82161568,7105100110,高一550班,89,156,18,55,34,55,31,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,16,15,3
82161574,7105100006,高一550班,89,156,18,51,38,51,34,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,18,16,4
82162604,7105100341,高一559班,89,156,1,53,36,53,31,5,3,3,3,3,3,3,3,3,3,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,14,17,5
82162808,7106100134,高一564班,89,156,4,52,37,52,32,5,3,3,3,3,3,3,3,0,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,18,14,5
82162842,7105100217,高一557班,89,156,11,55,34,55,31,3,3,3,3,3,3,3,3,3,3,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,18,13,3
82162854,7105100015,高一551班,89,156,18,50,39,50,35,4,3,3,3,3,0,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,20,15,4
82164397,7105100303,高一559班,89,156,1,55,34,55,29,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,14,15,5
82164723,7106101314,高一568班,89,156,8,53,36,53,32,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,20,12,4
82165043,7106101026,高一561班,89,156,14,53,36,53,32,4,3,3,3,3,3,3,3,3,3,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,18,14,4
82166203,7105100442,高一560班,89,156,2,52,37,52,32,5,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,16,16,5
82166225,7105100329,高一557班,89,156,11,52,37,52,33,4,3,0,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,18,15,4
82166229,7105100366,高一552班,89,156,28,55,34,55,29,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,14,15,5
82166235,7105100056,高一552班,89,156,28,55,34,55,30,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,16,14,4
82166622,7106100827,高一569班,89,156,7,51,38,51,33,5,3,3,3,3,3,3,3,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,15,5
82167442,7105100412,高一551班,89,156,18,52,37,52,34,3,3,3,3,3,3,3,3,3,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,18,16,3
82167444,7105100529,高一554班,89,156,6,55,34,55,32,2,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,16,16,2
82167448,7105100524,高一554班,89,156,6,55,34,55,30,4,3,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,16,14,4
82167453,7105100221,高一557班,89,156,11,49,40,49,35,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,0,2,2,2,2,2,2,18,17,5
82167471,7105100324,高一554班,89,156,6,51,38,51,35,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,18,17,3
82167829,7106100430,高一565班,89,156,10,53,36,53,33,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,20,13,3
82167845,7106100439,高一565班,89,156,10,51,38,51,35,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,20,15,3
82168034,7105100327,高一554班,89,156,6,47,42,47,37,5,0,3,3,3,3,3,3,3,0,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,20,17,5
82168036,7105100113,高一551班,89,156,18,53,36,53,32,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,16,16,4
82168070,7105100043,高一550班,89,156,18,53,36,53,32,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,16,16,4
82168072,7105100007,高一550班,89,156,18,55,34,55,30,4,3,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,16,14,4
82168076,7105100266,高一551班,89,156,18,53,36,53,32,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,16,16,4
82150420,7106100137,高一564班,88,200,5,53,35,53,32,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,16,16,3
82153573,7105100228,高一557班,88,200,14,52,36,52,32,4,3,3,3,0,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,16,16,4
82156586,7106100519,高一561班,88,200,19,53,35,53,31,4,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,16,15,4
82156587,7106101015,高一561班,88,200,19,53,35,53,30,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,18,12,5
82156619,7106100131,高一565班,88,200,12,52,36,52,33,3,0,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,18,15,3
82159531,7105100032,高一560班,88,200,3,48,40,48,36,4,0,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,18,18,4
82159560,7105100409,高一557班,88,200,14,52,36,52,32,4,3,3,3,3,3,3,3,0,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,18,14,4
82159562,7105100057,高一555班,88,200,12,53,35,53,32,3,3,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,16,16,3
82160253,7105100321,高一556班,88,200,8,51,37,51,32,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,18,14,5
82160267,7105100339,高一552班,88,200,31,51,37,51,34,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,0,2,2,2,2,2,0,18,16,3
82161532,7105100108,高一550班,88,200,23,51,37,51,32,5,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,0,2,2,0,2,2,2,16,16,5
82161533,7105100460,高一552班,88,200,31,47,41,47,36,5,3,3,3,3,3,3,3,0,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,18,18,5
82161536,7105100010,高一550班,88,200,23,49,39,49,34,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,0,2,2,2,18,16,5
82161549,7105100068,高一550班,88,200,23,47,41,47,37,4,3,3,3,0,3,3,3,0,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,20,17,4
82161572,7105100220,高一557班,88,200,14,48,40,48,35,5,3,3,3,3,3,3,3,3,0,2,2,0,2,2,0,2,2,2,2,2,0,2,2,2,18,17,5
82162590,7105100401,高一555班,88,200,12,48,40,48,35,5,3,3,3,3,3,3,3,0,3,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,20,15,5
82162812,7105100235,高一553班,88,200,7,53,35,53,30,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,14,16,5
82162836,7105100142,高一553班,88,200,7,52,36,52,32,4,3,0,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,18,14,4
82165011,7106100522,高一563班,88,200,5,53,35,53,32,3,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,20,12,3
82166199,7105100029,高一552班,88,200,31,53,35,53,31,4,3,3,3,3,3,3,3,3,3,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,16,15,4
82167832,7106100928,高一563班,88,200,5,55,33,55,30,3,3,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,18,12,3
82168030,7105100308,高一551班,88,200,25,49,39,49,34,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,0,2,2,2,0,2,2,18,16,5
82168050,7105100391,高一551班,88,200,25,52,36,52,32,4,3,3,3,3,3,3,3,3,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,16,16,4
82168071,7105100081,高一551班,88,200,25,49,39,49,35,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,0,2,2,0,2,2,18,17,4
82145523,7105100182,高一551班,87,224,28,53,34,53,30,4,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,16,14,4
82152683,7106101016,高一569班,87,224,8,52,35,52,32,3,3,3,3,3,3,3,3,0,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,20,12,3
82156599,7106101105,高一561班,87,224,21,49,38,49,34,4,3,3,3,3,3,3,3,3,3,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,18,16,4
82156600,7106101003,高一563班,87,224,7,53,34,53,30,4,3,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,14,16,4
82156620,7106100727,高一562班,87,224,16,53,34,53,31,3,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,20,11,3
82157803,7106100708,高一565班,87,224,13,51,36,51,34,2,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,20,14,2
82158303,7106100618,高一569班,87,224,8,52,35,52,31,4,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,16,15,4
82159385,7105100336,高一555班,87,224,14,51,36,51,32,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,18,14,4
82161146,7106100324,高一562班,87,224,16,50,37,50,33,4,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,18,15,4
82161534,7105100059,高一551班,87,224,28,57,30,57,26,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,12,4
82161538,7105100078,高一550班,87,224,26,47,40,47,36,4,3,3,3,3,3,3,3,3,3,0,2,2,2,2,0,2,0,0,2,2,0,2,2,2,18,18,4
82161547,7105100016,高一552班,87,224,34,47,40,47,35,5,3,3,3,3,3,3,0,0,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,18,17,5
82162149,7105100017,高一556班,87,224,9,50,37,50,32,5,3,3,3,3,3,3,3,0,3,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,14,18,5
82162567,7105100204,高一559班,87,224,3,53,34,53,30,4,3,3,3,3,3,3,3,3,3,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,14,16,4
82164377,7105100519,高一558班,87,224,3,52,35,52,32,3,3,0,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,18,14,3
82164418,7105100444,高一556班,87,224,9,54,33,54,30,3,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,14,3
82165048,7106100307,高一562班,87,224,16,51,36,51,34,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,18,16,2
82165060,7106100518,高一562班,87,224,16,49,38,49,35,3,3,3,3,3,3,3,3,3,3,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,18,17,3
82165705,7106101124,高一563班,87,224,7,49,38,49,35,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,0,2,2,2,2,2,2,18,17,3
82165718,7106100911,高一563班,87,224,7,49,38,49,35,3,3,3,3,3,3,3,3,3,3,0,2,0,2,2,0,2,2,0,2,2,2,2,2,2,18,17,3
82166193,7105100189,高一556班,87,224,9,53,34,53,29,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,12,17,5
82166208,7105100492,高一552班,87,224,34,53,34,53,30,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,16,14,4
82167455,7105100531,高一554班,87,224,10,51,36,51,33,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,18,15,3
82168037,7105100136,高一551班,87,224,28,52,35,52,31,4,3,3,3,3,3,3,3,0,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,16,15,4
82168047,7105100037,高一550班,87,224,26,46,41,46,37,4,3,3,3,3,3,3,3,0,3,2,2,0,0,2,0,2,2,2,0,2,2,2,2,2,20,17,4
82168060,7105100093,高一551班,87,224,28,48,39,48,35,4,3,3,3,3,3,3,3,0,3,2,2,2,0,2,0,2,2,2,2,2,2,0,2,2,18,17,4
82168075,7105100171,高一554班,87,224,10,51,36,51,32,4,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,16,16,4
82150390,7106101201,高一568班,86,251,10,49,37,49,33,4,3,3,3,3,3,3,3,3,3,0,2,2,0,2,0,2,2,2,2,2,2,2,2,0,18,15,4
82150399,7106101011,高一564班,86,251,6,47,39,47,36,3,3,3,3,3,3,3,0,0,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,20,16,3
82150401,7106100238,高一568班,86,251,10,53,33,53,29,4,3,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,18,11,4
82150403,7106100428,高一562班,86,251,20,52,34,52,34,0,3,3,3,3,0,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,18,16,0
82150411,7106100504,高一564班,86,251,6,49,37,49,33,4,3,3,3,3,3,3,3,3,3,2,0,0,2,2,0,2,2,2,2,2,2,0,2,2,18,15,4
82153659,7105100403,高一558班,86,251,4,53,33,53,29,4,3,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,16,13,4
82153677,7105100233,高一559班,86,251,4,53,33,53,28,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,12,16,5
82156572,7106100422,高一570班,86,251,4,49,37,49,32,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,0,2,2,2,2,0,2,18,14,5
82156614,7106100423,高一565班,86,251,14,53,33,53,30,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,16,14,3
82156616,7106101013,高一565班,86,251,14,53,33,53,30,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,16,14,3
82156618,7106100129,高一565班,86,251,14,53,33,53,30,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,18,12,3
82156626,7106100533,高一563班,86,251,10,53,33,53,30,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,18,12,3
82158311,7106100710,高一565班,86,251,14,45,41,45,38,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,0,2,2,0,2,0,0,20,18,3
82158323,7106100722,高一565班,86,251,14,45,41,45,38,3,3,3,3,3,3,3,0,0,3,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,20,18,3
82158336,7106100623,高一566班,86,251,1,57,29,57,26,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,12,3
82159388,7105100149,高一555班,86,251,15,52,34,52,31,3,3,3,3,3,3,3,3,3,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,16,15,3
82159540,7105100410,高一555班,86,251,15,49,37,49,32,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,0,2,2,16,16,5
82159564,7105100394,高一555班,86,251,15,48,38,48,34,4,3,3,3,3,3,3,3,3,0,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,18,16,4
82160246,7105100333,高一556班,86,251,12,55,31,55,27,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,16,11,4
82160259,7105100307,高一556班,86,251,12,52,34,52,29,5,3,3,3,3,3,3,3,0,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,14,15,5
82161554,7105100102,高一550班,86,251,28,49,37,49,32,5,3,3,3,3,3,3,3,3,3,0,2,2,0,2,0,2,2,0,2,2,2,2,2,2,18,14,5
82164009,7106100920,高一565班,86,251,14,47,39,47,36,3,3,3,3,3,3,3,3,3,3,0,2,2,0,2,0,2,0,0,2,2,2,2,2,2,20,16,3
82164715,7106101137,高一570班,86,251,4,49,37,49,32,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,0,2,2,2,18,14,5
82165044,7106100723,高一562班,86,251,20,51,35,51,31,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,0,2,0,2,2,2,18,13,4
82165056,7106100502,高一562班,86,251,20,55,31,55,29,2,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,16,13,2
82165057,7106100313,高一563班,86,251,10,55,31,55,27,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,14,13,4
82165063,7106100501,高一562班,86,251,20,53,33,53,29,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,16,13,4
82165709,7106100401,高一567班,86,251,1,53,33,53,28,5,3,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,16,12,5
82165739,7106100619,高一563班,86,251,10,53,33,53,30,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,16,14,3
82165742,7106100610,高一563班,86,251,10,53,33,53,29,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,18,11,4
82166191,7105100094,高一552班,86,251,36,49,37,49,33,4,3,3,3,3,3,3,3,3,3,0,2,0,2,2,0,2,2,0,2,2,2,2,2,2,16,17,4
82166195,7105100144,高一553班,86,251,9,51,35,51,31,4,3,3,3,3,3,3,3,3,3,0,2,2,0,2,2,2,2,0,2,2,2,2,2,2,16,15,4
82166592,7106100306,高一567班,86,251,1,51,35,51,30,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,16,14,5
82167475,7105100383,高一554班,86,251,12,51,35,51,32,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,18,14,3
82167831,7106101103,高一561班,86,251,22,50,36,50,33,3,0,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,20,13,3
82167838,7106101139,高一565班,86,251,14,55,31,55,29,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,14,15,2
82168035,7105100206,高一555班,86,251,15,51,35,51,31,4,3,3,3,3,3,3,3,3,3,2,0,2,2,2,0,2,2,2,2,2,0,2,2,2,18,13,4
82168041,7105100083,高一551班,86,251,32,49,37,49,33,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,0,2,2,2,0,2,2,18,15,4
82150416,7106100604,高一568班,85,289,12,55,30,55,26,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,16,10,4
82156560,7106100736,高一567班,85,289,3,51,34,51,30,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,0,2,2,2,2,20,10,4
82156565,7106101006,高一561班,85,289,23,52,33,52,29,4,3,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,18,11,4
82156568,7106101306,高一563班,85,289,14,50,35,50,32,3,3,3,3,3,3,3,3,0,3,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,18,14,3
82156583,7106100208,高一561班,85,289,23,49,36,49,33,3,3,3,3,3,3,3,3,3,3,0,2,0,0,2,2,2,2,0,2,2,2,2,2,2,18,15,3
82156588,7106100729,高一561班,85,289,23,48,37,48,33,4,3,3,3,3,3,3,3,3,0,2,2,2,0,2,2,2,2,0,2,2,0,2,2,2,18,15,4
82156596,7106100640,高一562班,85,289,24,52,33,52,31,2,3,3,3,3,0,3,3,3,3,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,16,15,2
82156612,7106101237,高一561班,85,289,23,52,33,52,30,3,0,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,18,12,3
82156617,7106100210,高一569班,85,289,10,51,34,51,29,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2,18,11,5
82158302,7106101312,高一565班,85,289,21,49,36,49,34,2,3,3,3,3,3,3,3,3,3,0,2,0,0,2,2,2,2,0,2,2,2,2,2,2,16,18,2
82158326,7106100124,高一569班,85,289,10,53,32,53,28,4,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,14,14,4
82158331,7106100104,高一570班,85,289,6,53,32,53,28,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,17,11,4
82159389,7105100375,高一555班,85,289,19,53,32,53,28,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,14,14,4
82159523,7105100109,高一552班,85,289,37,52,33,52,30,3,3,3,3,3,3,3,3,3,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,14,16,3
82159526,7105100363,高一551班,85,289,33,48,37,48,33,4,3,3,3,3,3,3,3,0,3,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2,18,15,4
82159551,7105100255,高一555班,85,289,19,48,37,48,34,3,0,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,20,14,3
82159552,7105100340,高一555班,85,289,19,44,41,44,37,4,3,3,3,3,3,3,3,0,3,2,2,0,2,2,2,0,0,0,0,2,2,2,2,2,20,17,4
82160226,7105100423,高一556班,85,289,14,55,30,55,26,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,14,12,4
82160239,7105100199,高一556班,85,289,14,52,33,52,29,4,3,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,16,13,4
82160242,7105100003,高一551班,85,289,33,48,37,48,34,3,0,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,2,2,2,2,0,2,2,18,16,3
82160254,7105100098,高一552班,85,289,37,51,34,51,30,4,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,16,14,4
82160474,7105100111,高一554班,85,289,13,53,32,53,29,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,16,13,3
82160764,7106100834,高一568班,85,289,12,57,28,57,26,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,12,2
82160765,7106100813,高一568班,85,289,12,48,37,48,32,5,3,3,3,0,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,20,12,5
82161064,7106101018,高一565班,85,289,21,46,39,46,36,3,0,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,0,2,2,2,2,2,0,18,18,3
82161074,7106101121,高一567班,85,289,3,53,32,53,29,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,16,13,3
82161090,7106100119,高一569班,85,289,10,49,36,49,33,3,3,3,3,3,0,3,3,0,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,20,13,3
82161098,7106100808,高一562班,85,289,24,51,34,51,32,2,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,18,14,2
82161114,7106100235,高一562班,85,289,24,49,36,49,33,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,0,2,2,0,0,2,2,18,15,3
82161137,7106100304,高一562班,85,289,24,49,36,49,31,5,0,3,3,3,3,3,3,0,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,18,13,5
82161562,7105100085,高一550班,85,289,29,51,34,51,30,4,3,3,3,3,3,3,3,3,3,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,14,16,4
82162813,7105100330,高一552班,85,289,37,51,34,51,29,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,16,13,5
82162815,7105100508,高一553班,85,289,10,49,36,49,32,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,0,2,2,2,0,2,2,18,14,4
82162827,7105100271,高一553班,85,289,10,51,34,51,31,3,3,3,3,3,3,3,3,3,3,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,14,17,3
82162828,7105100456,高一553班,85,289,10,51,34,51,30,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,14,16,4
82162850,7105100124,高一553班,85,289,10,47,38,47,34,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,0,2,0,2,2,2,2,0,18,16,4
82162851,7105100296,高一553班,85,289,10,47,38,47,34,4,3,3,3,3,3,3,3,3,3,0,2,0,0,2,2,2,2,0,2,2,2,0,2,2,18,16,4
82164307,7106100609,高一569班,85,289,10,53,32,53,30,2,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,16,14,2
